OURS,,,,LEES,,
Name,Mean,SD,,Name,Mean,SD
Redshift,2.6453054,0.29361635,,Redshift,2.6936474,0.30264592
S_N,6.817239,3.0727062,,S_N,6.755575,2.978918
GC_Z,2.3475184,0.25977734,,GC_Z,2.4031274,0.27256176
,,,,,,
,,,,,,
OURCONTROL,,,,LEESCONROL,,
Name,Mean,SD,,Name,Mean,SD
Redshift,2.6374722,0.2911604,,Redshift,2.703788,0.299145
S_N,8.13332,4.4790683,,S_N,8.023025,4.43391
